,hashtags,likes,replies,retweets,screen_name,text,timestamp,username
448,"['Formation', 'homecomingnetflix', 'homecoming']",0,0,0,PoeticBrooklyn,I got so better my wife hasn’t taken me to @redlobster in a while  #Formation #homecomingnetflix #homecoming,4/18/2019 14:44,poetic brooklyn
449,['homecomingnetflix'],0,1,0,xerecol,assistindo #homecomingnetflix e impactado demais,4/18/2019 14:40,nao sei fazer tcc vou trancar a faculdade
450,"['homecomingnetflix', 'Beychella']",0,0,0,JamesTaylorson,@Beyonce #homecomingnetflix Yes!!!! This makes me want #Beychella all day everyday and a reunion album from the dream team that is... @destinyschild @KELLYROWLAND ... reliving the 90s right now loving life!!!! ,4/18/2019 14:34,James Taylorson.
451,"['homecomingnetflix', 'HOMECOMING', 'drumline', 'BeyHive']",0,0,0,SihleMamutse,"While watching #homecomingnetflix
#HOMECOMING do not forget @zoesaldana is the #drumline queen 
Just saying #BeyHive I do not want to be stung to death. I’ve got a lot of life left ",4/18/2019 14:22,Si
452,"['Beyoncé', 'Beychella', 'homecoming', 'homecomingnetflix']",1,0,0,PeaceLoveandDre,The amount of times I’ve cried watching Homecoming is embarrassing but I can’t stop #Beyoncé #Beychella #homecoming #homecomingnetflix,4/18/2019 14:16,andrea
453,['homecomingnetflix'],0,0,0,ThisWhiskeyGtMe,"Ok I’ve never really found Beyoncé to be relatable to me... but growing up I DREAMED of going to an HBCU, being in a band, pledging, homecoming, ALL THAT... the fact that we shared that dream is kinda cool... I’m jealous she got to live her dream out tho  #homecomingnetflix",4/18/2019 14:11,Adonis de Nola⚜️
454,['homecomingnetflix'],0,0,0,mwesleyvieira,"Inveja eu tenho da @Beyonce que com uma jogada de cabelo troca o figurino de toda equipe.
#homecomingnetflix",4/18/2019 14:00,Wesley
455,['homecomingnetflix'],0,0,0,jheysilvasb,Bey merece o mundo todinho #homecomingnetflix,4/18/2019 13:59,Jennifer Silva
456,['homecomingnetflix'],1,0,0,naldinholuz,Aprendemos hj com beyonce que o segredo pra ter o shape dos sonhos é vegetar e dançar 15h por dia #homecomingnetflix,4/18/2019 13:53,solitario surfista
457,['homecomingnetflix'],0,0,0,jzee_neverhov,I was going to wait till tomorrow when i got off to watch #homecomingnetflix  but ion miss nothing,4/18/2019 13:49,Him Child
458,['homecomingnetflix'],2,0,0,karenhpaz_,"Já é a terceira vez que vejo a mesma cena do #homecomingnetflix e não me canso!!
Aff que mulher ",4/18/2019 13:41,Karen Hellen
459,['homecomingnetflix'],2,0,0,rinabang,"Raise your hand if you have the ""Love On Top"" key change sequence ear worm today  Bey-cause #homecomingnetflix ",4/18/2019 13:38,Rina Espiritu
460,['homecomingnetflix'],0,0,0,awholelottajenn,Also where did Bey find these fine ass black men????!  #homecomingnetflix,4/18/2019 13:32,𝕊𝕦𝕖 𝕊𝕪𝕝𝕧𝕖𝕤𝕥𝕖𝕣
461,"['HOMECOMING', 'homecomingbeyonce', 'homecomingnetflix']",0,0,0,enai_tati,"#HOMECOMING é tão maravilhoso! Gratidão, rainha @Beyonce
#homecomingbeyonce #homecomingnetflix",4/18/2019 13:26,Tati.ap
462,['homecomingnetflix'],0,0,0,CaramelCutie93,Beyonce seems so down to earth despite how the media portrays her.  #homecomingnetflix,4/18/2019 13:20,K.Shanee'
463,['homecomingnetflix'],0,0,0,missf33fo,"Am I the only one who hasn’t watched #homecomingnetflix ,makaroyiwa chete imi",4/18/2019 13:14,Fefe😈
464,"['homecomingnetflix', 'homecomingbeyonce']",0,0,0,civaladares,Fiquei sem ar quando ouvi pelo Spotify e ver o doc no Netflix quase parou meu coração com tanta beleza e qualidade musical... #homecomingnetflix #homecomingbeyonce,4/18/2019 13:13,cintiavaladares
465,['homecomingnetflix'],2,0,0,leiladey,"Thank you Beyoncé 
.
.
#homecomingnetflix",4/18/2019 13:10,Leila Dey
466,['homecomingnetflix'],4,1,0,marouanXO,20 min into #homecomingnetflix and i gotta say @Beyonce IS THE GREATEST LIVING ENTERTAINER ,4/18/2019 13:02,⚰️ marouan ⚰️
467,['homecomingnetflix'],1,0,0,mdokeeffe,"The way Beyoncé allowed Everyone to shine, allowed US to shine, is beautiful. #homecomingnetflix",4/18/2019 12:56,Melissa O'Keeffe
468,['homecomingnetflix'],0,0,0,barbaraantigua,Beyoncé really put 10000000 into this coachella performance #homecomingnetflix,4/18/2019 12:03,Shortiana
469,"['homecomingnetflix', 'homecomingbeyoncehttps']",0,0,0,beabei,"Sério, essa mulher veio de outra galáxia. #homecomingnetflix #homecomingbeyoncehttps://twitter.com/SaintHoax/status/1118525802423955456 …",4/18/2019 11:36,Babi
470,['homecomingnetflix'],1,0,0,samiuris,nunca vou superar a transição de hold up para countdown #homecomingnetflix,4/18/2019 11:26,Samuel Santos
471,['homecomingnetflix'],0,0,0,priya_logan,"Ok I’m losing my shit!!! Destiny’s Child are on stage!!! Aaahhhhhhghhhhhhhshgsyshdbfjrirbr
#homecomingnetflix",4/18/2019 11:23,Priya Logan
472,"['homecomingalbum', 'homecomingbeyonce', 'homecomingnetflix', 'Beyonce']",0,0,0,theabbybayo,"Beyoncé had preeclampsia while pregnant, an emergency c-section and of course the weight gain. Listen pregnancy can be life threatening, you women make it so easy! #homecomingalbum #homecomingbeyonce #homecomingnetflix #Beyonce",4/18/2019 11:19,Abi
473,"['HOMECOMING', 'homecomingnetflix', 'BeyonceHomecoming', 'Beychella', 'Inlovehttps']",1,1,1,GleiceCaroline1,"CARA QUE FILME ICÔNICO. MINHA NOSSA EU TÔ ME SENTINDO TÃO GRL POWER, EMPODERADA QUE NEM SEI! KKKKKKKKK BEY, I LOVE YOU! #HOMECOMING #homecomingnetflix #BeyonceHomecoming #Beychella #Inlovehttps://twitter.com/NetflixBrasil/status/1118499525239373825 …",4/18/2019 11:12,Ice Queen👸❄
474,['homecomingnetflix'],2,0,0,iamtiffanybanks,"I admire her hard work against the odds and the things women go through daily ( family, kids, friends and passion) she is able to balance and still come out on top! #homecomingnetflix @Beyonce",4/18/2019 11:06,Tiptopstylist
475,"['homecomingbeyonce', 'HOMECOMING', 'homecomingnetflix']",0,0,0,LariDancer1,"BEYONCÉ, EU TE AMO 
#homecomingbeyonce #HOMECOMING #homecomingnetflix",4/18/2019 11:00,lari 🍂 #YouCallingMyName1stWin
476,"['homecomingbeyonce', 'homecomingnetflix']",0,0,0,iamontheron,Not a huge fan but this woman always slays! Respect! #homecomingbeyonce #homecomingnetflix,4/18/2019 10:37,RON 🍉🌴
477,"['homecomingbeyonce', 'homecoming', 'homecomingnetflix']",1,0,0,BKWorldTube,"Watch Homecoming - A film by Beyonce here  (Mobile users: Open link in phone browser, not Twitter's browser) - https://bkworldtube.com/watch_video.php?v=5OX658KUWO42 …
#homecomingbeyonce #homecoming #homecomingnetflix pic.twitter.com/0S2nIP9mza",4/18/2019 10:12,BKWorldTube
478,"['Beyoncè', 'HOMECOMING', 'homecomingnetflix', 'HOMECOMINGTHELIVEALBUM', 'RadioBruno', '18aprile']",4,0,0,RADIOBRUNO1,"“Homecoming” arriva il documentario su #Beyoncè e l’album 
#HOMECOMING #homecomingnetflix #HOMECOMINGTHELIVEALBUM #RadioBruno #18aprile
http://bit.ly/2UIBPve ",4/18/2019 10:00,Radio Bruno
479,"['Beyonce', 'homecomingnetflix', 'blackboyjoy', 'VSU']",0,0,0,06damedash05,It would have not been a true “Homecoming” without Virginia State University being in the mix. #Beyonce #homecomingnetflix #blackboyjoy #VSU https://www.instagram.com/p/BwZG3uhF7YJvClL2f9LI322yZV4cTitH3mJzwo0/?utm_source=ig_twitter_share&igshid=zqcf6s72anzi …,4/18/2019 9:44,Tarrence Hughes
480,['homecomingnetflix'],0,0,0,wlanzetti,"Assisti o #homecomingnetflix e pqp, @Beyonce me adota!",4/18/2019 9:19,Wanderson Lanzetti
481,['homecomingnetflix'],0,0,0,_yenitaylor,"Imagine. No bread, no carbs, no sugar, no dairy, no meat, no fish, no alcohol. What did she eat?  #homecomingnetflix",4/18/2019 8:54,𝔜𝔢𝔫𝔦 𝔗𝔞𝔶𝔩𝔬𝔯 🖤
482,['homecomingnetflix'],1,0,0,niyaat,"I’m not even a huge Beyoncé stan, but #homecomingnetflix was so bomb. Her work is so inspiring ",4/18/2019 8:17,Niyat
483,['homecomingnetflix'],0,1,0,girlPAUwerr,"Malala ang transition ng one song to another. Beyonce, the kween. 
#homecomingnetflix",4/18/2019 8:00,Pau
484,['homecomingnetflix'],0,0,0,nbperin,essa mulher não da não #homecomingnetflix,4/18/2019 7:59,nadininha is back
485,"['BeyoncesHomecoming', 'homecomingnetflix']",1,0,0,lrn_drc,Je suis en train de penser à tous les gens du public qui vont se voir dans le documentaire y en a leur tête est adorable ils donnent leur meilleure performance #BeyoncesHomecoming #homecomingnetflix,4/18/2019 7:42,Cinnamongurl ✨
486,['homecomingnetflix'],0,0,0,1curlysue0,@Beyonce #homecomingnetflix    gave me goosebumps all over again ,4/18/2019 7:36,CurlySue 🏹
487,['homecomingnetflix'],0,0,0,qtaeee_,@Beyonce  Thank you for this   #homecomingnetflix,4/18/2019 7:34,tae’✌🏾
488,['homecomingnetflix'],2,0,0,iamshannonclark,Just a bunch of melanated gorgeousness #homecomingnetflix,4/18/2019 7:22,Shannon Clark
489,['homecomingnetflix'],0,1,0,hndlewcare_,I used 2 and a half hours of my study time to watch #homecomingnetflix and now I’m too tired to stay away to get things done and I’m not even mad,4/18/2019 7:15,janette m
490,['homecomingnetflix'],1,0,0,SoFlyD1991,"Watching #homecomingnetflix
Isn't Spooky adorable?  pic.twitter.com/ltIsZYUgOj",4/18/2019 6:59,SoFly😎
491,"['homecomingbeyonce', 'homecomingnetflix']",0,0,0,Princess_Sanity,#homecomingbeyonce #homecomingnetflix when @offlestwins came out I almost cried  that moment was everything,4/18/2019 6:46,ℐ𝒢:@𝒫𝓇𝒾𝓃𝒸ℯ𝓈𝓈_𝒮𝒶𝓃𝒾𝓉𝓎
492,"['beyonce', 'homecomingnetflix', 'texas', 'coachella', 'beychella2018', 'beychella', 'netflix', 'blackfeminist', 'blackfeminism', 'hbcu', 'hbcugrad', 'blackexcellence', 'mela']",0,0,0,QueenKe2008,Beyhive  what do you think of the Netflix special? She’s our biggest champion of black excellence ? #beyonce #homecomingnetflix #texas #coachella #beychella2018 #beychella #netflix #blackfeminist #blackfeminism #hbcu #hbcugrad #blackexcellence #mela… http://bit.ly/2KWe3rk pic.twitter.com/MOSWOeqHKi,4/18/2019 6:35,Kd williams
493,"['beyonce', 'homecomingnetflix', 'texas', 'coachella', 'beychella2018', 'beychella', 'netflix', 'blackfeminist', 'blackfeminism', 'hbcu', 'hbcugrad', 'blackexcellence', 'melaninbloggers', 'wcw', 'wcwpost']",0,0,0,QueenKe2008,Beyhive  what do you think of the Netflix special? She’s our biggest champion of black excellence ? #beyonce #homecomingnetflix #texas #coachella #beychella2018 #beychella #netflix #blackfeminist #blackfeminism #hbcu #hbcugrad #blackexcellence #melaninbloggers #wcw #wcwpost…pic.twitter.com/beD6TsnXz5,4/18/2019 6:31,Kd williams
494,['homecomingnetflix'],2,0,1,DottieMcFly, #homecomingnetflix pic.twitter.com/zME25zXtqX,4/18/2019 6:23,Chuck Taylor
495,['homecomingnetflix'],4,1,0,Moparis__,“ I'ma keep on running cause a winner don't quit on themselves” nah I only recognize one royal family #homecomingnetflix,4/18/2019 6:18,Ahki Zaki 🏁
496,"['homecomingbeyonce', 'homecomingnetflix', 'homecomingalbum', 'homecominghttps']",2,0,2,TPCCpodcast,Who’s watched it?! Thoughts? #homecomingbeyonce #homecomingnetflix #homecomingalbum #homecominghttps://twitter.com/Beyonce/status/1118413878596198400 …,4/18/2019 6:08,The Pop Culture Club
497,"['homecomingnetflix', 'askingformyself']",0,0,0,kingjavintoyou,"@netflix so y’all can be real with me because i don’t care  and I respect it 1000% , but did y’all go up so y’all could afford @Beyonce #homecomingnetflix #askingformyself because makes sense  she’s that BITCH ",4/18/2019 6:06,🧜🏽‍♂️💙♋️
498,"['beyonce', 'homecomingnetflix', 'texas', 'coachella', 'beychella2018', 'beychella']",0,0,0,QueenKe2008,Beyhive  what do you think of the Netflix special? She’s our biggest champion of black excellence ? #beyonce #homecomingnetflix #texas #coachella #beychella2018 #beychella… https://www.instagram.com/queenke2008/p/BwYt01zH-AA/?utm_source=ig_twitter_share&igshid=1m05w7l893psc …,4/18/2019 6:05,Kd williams
499,['homecomingnetflix'],0,0,0,RodrigoKarolV,Estou assistindo #homecomingnetflix e só tenho uma coisa para dizer: Eu tenho muita sorte de viver na mesma época da @Beyonce Rainha  da porra toda. ,4/18/2019 6:04,Rodrigo 💥
500,"['Beychella', 'homecomingnetflix']",1,1,1,doingblackwell,"I think my cousin,@Supergirl582 is the only person who appreciates the complexity of Beyoncé’s band as much as I do. #Beychella #homecomingnetflix",4/18/2019 5:39,Nicole
501,['homecomingnetflix'],11,1,0,khiyon94,I watched #homecomingnetflix twice today. That is all.,4/18/2019 5:34,Khiyon Hursey
502,['homecomingnetflix'],1,1,0,ChristineM_R,Blue Ivy singing at the end of #homecomingnetflix had me crying my eyes out ,4/18/2019 5:19,CMR ✨
503,['homecomingnetflix'],0,0,0,Nahelyyy,#homecomingnetflix was fire!Beyonce did that! ,4/18/2019 5:19,Risita
504,"['HOMECOMING', 'homecomingnetflix', 'HOMECOMINGTHELIVEALBUM', 'Beychella']",0,0,0,caribisland23,I should be In bed sleeping but I’m up watching #HOMECOMING OMG!!! Listening to the live album earlier was just the appetizer to such an epic show! BEYONCE’ IS THE GREATEST ENTERTAINER OF OUR GENERATION!!!  #homecomingnetflix #HOMECOMINGTHELIVEALBUM #Beychella   ,4/18/2019 5:14,Halo
505,"['homecomingnetflix', 'beychellahttps']",1,0,0,uncmfrtblctplr,The Black National Anthem had me in tears. Then she followed it up with formation. We were represented. Beyoncé DID THAT! #homecomingnetflix #beychellahttps://twitter.com/gabbytrinity/status/1118598593458450434 …,4/18/2019 5:07,🌬༄𝓂𝒶𝓍𝒾𝓃𝑒❅ * ⁎
506,['homecomingnetflix'],0,0,0,nkoyowr,#homecomingnetflix ,4/18/2019 5:05,Nkoyo White Robinson
507,['homecomingnetflix'],0,0,0,Yupperoni,I love that Beyoncé is showing us her struggle. Don’t ever discredit her. She works hard! #homecomingnetflix,4/18/2019 5:04,Nicki Kurosaki
508,['homecomingnetflix'],1,0,0,notyoursnvrwas,Every time I watch @Beyonce work it just makes me want to work harder in my career. I don’t even make music #homecomingnetflix,4/18/2019 4:59,L A U R E N
509,['homecomingnetflix'],6,0,1,brandily,"It took me less than five minutes of #homecomingnetflix, as if I wasn’t sure if it already, to determine that there is not a single way that I deserve to be alive at the same time as Beyoncé.",4/18/2019 4:58,Brandi
510,"['HBCU', 'homecomingnetflix', 'beyonce']",1,0,0,Mr_JHicks,"Attended, Pledged, and marched at an #HBCU #homecomingnetflix #beyonce",4/18/2019 4:57,Jake Hicks
511,"['homecomingnetflix', 'netflix', 'ssu']",3,0,2,Mr_JHicks,Makes me appreciate attending an HBCU even more #homecomingnetflix #netflix #ssu,4/18/2019 4:56,Jake Hicks
512,"['homecomingnetflix', 'Beychella', 'QueenBey']",0,0,0,stibbyailwell,Just realized i was wearing my ivy park shirt the whole time i was watching #homecomingnetflix so in case you thought i was lying about how much i love my queen.........#Beychella #QueenBey,4/18/2019 4:55,abby stillwell
513,['homecomingnetflix'],0,0,0,Juss_Aarii,"Fuck them “ I don’t have time “ excuses . 
If Beyoncé made time , YOU can make time  #homecomingnetflix",4/18/2019 4:54,//STRika
514,['homecomingnetflix'],0,0,0,TAG349,"Watching #homecomingnetflix has reminiscing about Coachella 2018 (was not there, but streamed it live), and Everything Is Love Tour (which I was there for) ",4/18/2019 4:49,Tiffany Ann
515,['homecomingnetflix'],0,0,0,Somosblindadas,"É surreal! Fora o amor ao próximo, ela fez questão que todos no palco sobressaíssem. #homecomingnetflix",4/18/2019 4:43,Jess - Somos blindadas 💞💫🧜‍♀️🌪💚🍀👅
516,['homecomingnetflix'],0,0,0,xxxua0,minha vida neste dia se resumiu no #homecomingnetflix,4/18/2019 4:42,ursula ariellen
517,"['homecomingbeyonce', 'homecomingnetflix']",0,0,0,The_Black_Dalia,The babies are beautiful  #homecomingbeyonce #homecomingnetflix,4/18/2019 4:39,LagosAdaNma™️
518,['homecomingnetflix'],0,0,0,iambrittanyrena,I’ll watch #homecomingnetflix when I have nothing else to think about...so probably Saturday night.,4/18/2019 4:39,👋🏾👋🏾
519,['homecomingnetflix'],4,1,0,therose92,"And the way @Beyonce shared her weight pre-delivery. Like she said the actual number, and in that moment was like every other mom. Ugggh, does the Beyhive have a branch for late arriving middle aged women?!
#homecomingnetflix",4/18/2019 4:38,Stacey Rose
520,['homecomingnetflix'],2,0,0,sunizzy_,all I can say is y’all never gone get another Beyoncé. Her work ethic and passion is literally irreplaceable. #homecomingnetflix,4/18/2019 4:38,S🧞‍♀️
521,['homecomingnetflix'],1,0,0,naturally_fe,Bey’s smile when she could fit her old costume again!  #homecomingnetflix,4/18/2019 4:26,Felicia
522,['homecomingnetflix'],0,0,0,truly_naomi,We don't deserve this documentary. I'm in tears again #homecomingnetflix,4/18/2019 4:26,La Ciguapa
523,['homecomingnetflix'],0,0,0,TheDoubleO22,Bow Down/ I Been On are my favorite performances so far. #homecomingnetflix,4/18/2019 4:25,Olivia
524,"['homecomingbeyonce', 'homecoming', 'homecomingnetflix']",0,0,0,JheyBoog,Bug A Boos need a fandom #homecomingbeyonce #homecoming #homecomingnetflix,4/18/2019 4:22,🥴
525,"['Beychella', 'homecomingnetflix']",0,0,0,likeaviolin,The best part of #Beychella #homecomingnetflix is seeing how much fun and what connection they all made.,4/18/2019 4:22,🌭 snob
526,"['homecomingnetflix', 'Beychella']",0,0,0,Mackenz22811957,"The behind the scenes of #homecomingnetflix and #Beychella just called me fat, ugly, unsuccessful, and lazy.....that was in the first 15 minutes",4/18/2019 4:09,Who Knows
527,"['Beychella', 'Beyonce', 'homecomingnetflix']",0,0,0,AdamGrzymalski,Après elle y’aura personne pour prendre le chiffre 1 #Beychella #Beyonce #homecomingnetflix,4/18/2019 4:06,Adam'SS
528,"['WhereTheFeministAt', 'TheBlackWomenStruggle', 'homecomingnetflix']",1,0,0,TanishaCherry,Beyoncé’s choreography is always so lit. Did you know that Beyonce was the first BLACK female to headline Coachella in its 19 years of existence. #WhereTheFeministAt #TheBlackWomenStruggle #homecomingnetflix,4/18/2019 3:52,Tanisha Cherry 🇯🇲🇨🇦
529,['homecomingnetflix'],0,0,0,the_lildipper,i gotta get some flesh colored fish nets  #homecomingnetflix,4/18/2019 3:24,💫
530,['homecomingnetflix'],3,1,0,GhettoBasquiat,"Beyoncè cool and all but I’m more impressed by the band members dancing and playing they instruments

#homecomingnetflix",4/18/2019 3:05,Waka THOTka Flame
531,['homecomingnetflix'],0,0,0,MACand_CHEESE,I know my downstairs neighbors mad but I have to dance with Beyoncé #homecomingnetflix,4/18/2019 3:04,Whitney Eve
532,"['HOMECOMING', 'homecomingnetflix', 'BeyoncesHomecoming']",0,0,0,KrisKrisjarrell,"It would be nice to watch #HOMECOMING #homecomingnetflix peacefully 
  Being Around Dumd ass people and can’t Fuckn Enjoy the shit!!!! #BeyoncesHomecoming ",4/18/2019 3:03,𝔎𝔯𝔦𝔰ᴮᴸᵁᴱ
533,['homecomingnetflix'],1,1,0,Damnifudo,"Watching #homecomingnetflix has me in my feelings all over again, like I don’t listen to this everyday at work.",4/18/2019 3:02,Seasonal Lesbian
534,['homecomingnetflix'],2,2,1,_jessicalobo,"esperei o boy chegar pra assistir #homecomingnetflix :) a fofura em pessoa, eu mesma.",4/18/2019 3:00,fogo no parquinho
535,['homecomingnetflix'],1,0,0,shakiah_harris,two and half hour #homecomingnetflix turning into a four hour event..i keep rewinding and incorporating some choreography,4/18/2019 2:59,Shakiah 🍫
536,['homecomingnetflix'],0,0,0,NeedsAdult,@Beyonce talking about her pregnancy and going back to work #homecomingnetflix,4/18/2019 2:56,Nicki Needs An Adult
537,"['BeyonceHomecoming', 'Netflix', 'BlackExcellence', 'Beychella', 'homecomingnetflix', 'BeyHive']",1,0,0,monicaredwards,"Beyoncé-“ Black Women often feel underestimated.” 

 #BeyonceHomecoming #Netflix #BlackExcellence #Beychella #homecomingnetflix #BeyHive",4/18/2019 2:56,Monica
538,['HomecomingNetflix'],0,0,0,bountykillaaa,Beyoncé is THE mf QUEEN okaayy #HomecomingNetflix,4/18/2019 2:47,bounty killa🇯🇲
539,['homecomingnetflix'],0,0,0,ItsMe_EricC,Also Beyoncé...great singer  Lest we forget. #homecomingnetflix,4/18/2019 2:44,Me...I am Eric.
540,"['homecomingnetflix', 'beyonce', 'homecoming']",1,1,0,meralee727,So basically Beyoncé’s diet consists of air and gentle inner sobbing #homecomingnetflix #beyonce #homecoming,4/18/2019 2:36,Meredith
541,['homecomingnetflix'],0,0,0,TeezyTheDJ,"
#homecomingnetflix",4/18/2019 2:11,T E E Z Y
542,['homecomingnetflix'],1,0,0,im_alexgs,"Only 20 minutes into #homecomingnetflix and just W O W like if I knew that’s what I was missing I would have def spent the  on Coachella tickets, vip for sure",4/18/2019 2:10,Slater
543,['WCW'],0,0,0,GirlTalkHQ,"It’s #WCW and we’re all settled in for the night to watch beyonce’s homecomingnetflix documentary, showcasing her incredible 2018 Coachella performance. Since it is also the 2nd… https://www.instagram.com/girltalkhq/p/BwYSqhNAl8F/?utm_source=ig_twitter_share&igshid=9ieiaw3ipuh3 …",4/18/2019 2:08,GirlTalkHQ
544,['homecomingnetflix'],0,0,0,linsadalberto,Essa Beyoncé fode nossa alma #homecomingnetflix,4/18/2019 1:53,Dal 🇺🇸
545,"['homecomingbeyonce', 'homecomingnetflix', 'homecoming', 'Beyonce', 'BeyconceHomecoming']",0,0,0,terrasofly,Thank you @Beyonce for this film!!! I’m so happy to be able to witness greatness. Like I always say queen Bey is in her own league. I love how she take her craft seriously. No one like u .#homecomingbeyonce #homecomingnetflix #homecoming #Beyonce #BeyconceHomecoming,4/18/2019 1:53,Tee
546,"['HOMECOMINGTHELIVEALBUM', 'homecomingnetflix', 'homecoming']",1,0,0,dwaynebenji,"𝐁𝐞𝐲𝐨𝐧𝐜𝐞́ is the greatest performer of our generation!
#HOMECOMINGTHELIVEALBUM
#homecomingnetflix
#homecoming",4/18/2019 1:53,Just Benji
547,['homecomingnetflix'],9,0,0,McKenzieRadio,"Yeah, so I cried like 3 times watching @Beyonce #homecomingnetflix docu.  

I’m proud of everyone involved with the production. 

I feel so connected to the culture. 

I miss performing on Golden Delight. 

I’m also hormonal asf right now. Lol ",4/18/2019 1:50,DaBaby’s Right Dimple
548,['homecomingnetflix'],0,0,0,filipemourao,"Sobre #homecomingnetflix: Blue Ivy, futuro do POP",4/18/2019 1:49,Único Mourão possível no BR
549,['homecomingnetflix'],1,0,0,Think_P_Smart,"Yes, yes that is me in the same sweatshirt Bey had on I #homecomingnetflix . I am not sure it’s still being sold. But I recall having to have a staff member go to the back to get one for… https://www.instagram.com/p/BwYPnOElcjo/?utm_source=ig_twitter_share&igshid=8vg54yafvq5v …",4/18/2019 1:41,Think Pretty Smart
550,['homecomingnetflix'],0,0,0,djoodi_ashley,The thing about watching #homecomingnetflix with a hive member is hearing the songs RIGHT in the living room/ hearing at least 60% of Beyoncé’s voice.,4/18/2019 1:39,spooky spice 👻
551,['homecomingnetflix'],0,0,0,finessyca,Second time watching #homecomingnetflix and I’m in tears like the day this performance happened lol how can you not appreciate every single moving piece of this ART,4/18/2019 1:22,Trill Scott
552,"['Beyhive', 'homecomingbeyonce', 'homecoming', 'homecomingnetflix']",11,0,1,Diomi,"#Beyhive you’re ready? #homecomingbeyonce #homecoming #homecomingnetflix I rented out the entire theater, for Beyoncé. @Fergyonce & @rocbeyonce inspire me everyday as a Beyhive member!pic.twitter.com/TkQmFjEh4m",4/18/2019 1:20,DIOMI
553,"['homecomingnetflix', 'nefertiti', 'maat', 'queenbee', 'ancestry', 'mothergoddes', 'malkuth']",0,0,1,Cheyennemalkuth,Damn #homecomingnetflix @beyonce I don’t know what to say! This is entertainment to the highest level for sure! I see what you are channeling #nefertiti #maat #queenbee #ancestry #mothergoddes #malkuth,4/18/2019 1:15,Cheyenne weerden
554,['homecomingnetflix'],0,0,0,msniaaa_,This Beyoncé #homecomingnetflix is fantastic. @netflix is the ,4/18/2019 1:08,nia.💋
555,['homecomingnetflix'],1,0,0,iamdamitra,Netflix better not EVER try to take #homecomingnetflix off!,4/18/2019 1:06,real life prince$$ 👑
556,"['homecomingnetflix', 'GOT8']",0,0,0,MelekCimen,HOMECOMING is beating GOTS08E01 for sure. GOT was so disappointing I even can’t!!! Beyoncé saved our lives again... #homecomingnetflix #GOT8,4/18/2019 1:04,Melek Çimen
557,['homecomingnetflix'],0,0,0,gottagobp,Time to watch #homecomingnetflix,4/18/2019 1:02,solosé
558,['homecomingnetflix'],1,1,0,Oso_Tan,Am I tripping...how is Beyonce and her dancers outfits changing colors? #homecomingnetflix,4/18/2019 0:57,...🌻
559,"['homecomingbeyonce', 'homecomingnetflix']",1,1,0,eduardohsbraga,"Égua, mana...#homecomingbeyonce #homecomingnetflix ",4/18/2019 0:55,Eduardo Braga
560,['homecomingnetflix'],2,0,0,iam_kwill,"Love her or hate her, overrated or underrated, Beyoncé is the greatest living entertainer of our time. Facts are facts! #homecomingnetflix",4/18/2019 0:48,Cuff Master Flex ⛓
561,['homecomingnetflix'],0,0,0,BKBOMBSHELL87,Had to watch #homecomingnetflix to keep up with @KidFury recap,4/18/2019 0:45,Mae Mae
562,"['beyoncehomcoming', 'homecomingnetflix']",0,0,0,4bddnAG,"“Ive always dreamed of going to an HBCU.” - Beyoncé 
#beyoncehomcoming #homecomingnetflix",4/18/2019 0:44,cAll meh A
563,['homecomingnetflix'],0,0,0,mare_weezy,What’s @KELLYROWLAND arm workout?  #homecomingnetflix,4/18/2019 0:42,Mary Louise Ⓥ
564,"['homecomingbeyonce', 'homecomingnetflix']",1,0,0,gomescami,"alguém: a

eu: não posso tô no show da QueenB

#homecomingbeyonce
#homecomingnetflix",4/18/2019 0:42,Cami Gomes
565,['homecomingnetflix'],7,0,0,KevinishaWalker,Getting my hair retwisted while rewatching #homecomingnetflix. Me and my hairdresser are obsessed! Beyonce would most certainly approve,4/18/2019 0:38,Kevinisha Walker
566,['homecomingnetflix'],0,0,0,POINCIANAKash,Yeah she is the best... no lip singing #homecomingnetflix,4/18/2019 0:38,Kash
567,['homecomingnetflix'],2,0,0,KatieKern,“You can’t be what can’t see.” #homecomingnetflix,4/18/2019 0:34,Katie (Ekaette) Kern
568,['homecomingnetflix'],1,0,0,llugomess22,"Amém Beyoncé, eu estou sem palavras pra vc mais uma vez.... #homecomingnetflix",4/18/2019 0:32,Lu
569,['homecomingnetflix'],0,0,0,POINCIANAKash,Beyonce is the best #homecomingnetflix,4/18/2019 0:25,Kash
570,"['homecomingnetflix', 'bootygoals']",0,0,0,KarenJasmineee,I really appreciate the constant zooming in to Beyoncé’s ass though #homecomingnetflix #bootygoals,4/18/2019 0:25,Karen
571,"['HOMECOMINGTHELIVEALBUM', 'homecomingnetflix']",0,0,0,tMop_undefined,"This is lightweight blaspheme so, Bey forgive, but I am just too exhausted to experience Homecoming tonight. 
The day was long and YES I do need my very essence restored but also, sleep. I. Need. 
See you, tomorrow Bey. 
#HOMECOMINGTHELIVEALBUM #homecomingnetflix",4/18/2019 0:23,OurLadyofDaUnderground
572,['homecomingnetflix'],0,0,0,Just_JayyTee,THAT GOTDAMN HUMAN JUKEBOX BOI #homecomingnetflix,4/18/2019 0:21,Eastside Johnny🏁💙🙏🏾
